Gene	B6_E14_lung_rep2_TAGCTCG-TAGTAGA_R1.final	B6_E10_limb_rep2_GGACATT-ACTCCTA_R1.final	B6_E10_trunk_rep2_TCCACGT-GTTTAGT_R1.final	B6_E10_head_rep1_GACTTGC-GAACCGT_R1.final	B6_E10_limb_rep1_CCACTCG-CCGAATT_R1.final	B6_E14_palate_rep1_ACTCTTT-CTTCATT_R1.final	B6_E10_limb_rep3_CGGTTTG-AAGCCTT_R1.final	B6_E14_palate_rep2_AAGTTTC-GCTTCCT_R1.final	B6_E14_lung_rep1_AGATCAG-ATGGAAC_R1.final	B6_E10_trunk_rep3_GCGTTCA-GCAATAT_R1.final	B6_E10_head_rep3_CTCCTAG-AGGTAGG_R1.final	B6_E10_trunk_rep1_AGCTTAT-GCTCCTC_R1.final
Tceal9	8046	5693	4180	3503	11054	2890	12242	4250	7060	3377	2280	4307
Dusp7	849	2027	1362	1199	3655	1078	3964	1685	761	1584	1032	1532
Rbm45	947	1001	1125	854	1971	554	2045	850	914	1034	609	1130
Cped1	1590	1994	587	1060	3379	1020	3681	1602	1189	474	623	701
2900079G21Rik	1	2	1	1	5	7	6	5	0	10	4	6
DQ697558	0	0	0	0	0	0	0	0	0	0	0	0
Sacs	410	312	514	317	491	339	546	375	282	589	405	554
Svep1	4434	519	443	669	926	1794	941	1950	3037	467	367	596
Egln3	161	39	107	107	89	114	80	186	153	137	95	100
Smg5	2730	2777	3373	2664	5053	1262	5239	1828	2415	3554	2139	3213
Fam240b	0	0	0	3	0	0	4	0	0	0	0	0
Olfr167	0	0	0	0	0	0	0	0	0	0	0	1
Mag	25	2	10	2	11	10	8	16	10	7	3	5
KY467724	263	241	389	266	441	255	481	263	185	304	292	346
Mir130a	0	0	0	0	0	0	0	0	0	0	0	0
AK040684	0	0	0	1	2	0	0	1	3	0	3	0
Fam13b	709	559	638	516	1096	588	1059	746	610	633	485	715
Mir302a	0	0	0	0	0	0	0	0	0	0	0	0
Cbx7	38	66	76	76	141	70	146	82	30	69	63	64
Alpk2	28	27	32	6	64	40	39	61	45	52	2	46
Nlgn1	69	22	46	27	30	155	59	168	55	71	68	71
Dhodh	694	517	568	494	932	247	926	364	541	491	302	524
Mief2	363	298	287	241	515	198	600	327	339	301	183	338
Zfp9	870	504	447	427	975	542	1039	678	683	437	364	565
Aqp6	0	3	2	2	1	0	2	0	0	0	6	4
Gm11937	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1490	0	0	0	0	0	0	0	0	0	0	2	0
Lrrc46	9	9	15	10	20	10	9	10	12	17	16	19
Mir718	0	0	0	0	0	0	0	0	0	0	0	0
Actr3	5626	3861	3802	3547	6779	2414	7333	3588	4952	3845	2652	4145
DQ565203	0	0	0	0	0	0	0	0	0	0	0	0
Cd40lg	0	0	0	0	1	0	0	0	0	0	1	0
AK172672	0	0	0	0	0	0	0	0	1	0	0	0
Gpbar1	5	3	13	10	10	5	17	2	9	3	3	7
Scgb1b30	0	0	1	0	0	0	1	0	0	0	0	1
DQ723401	0	0	0	0	0	0	0	0	0	0	0	0
Apoh	7	0	0	0	1	0	2	2	0	1	0	0
Bdh1	88	239	243	173	443	321	479	479	77	214	168	283
Adcy8	9	18	58	14	44	29	33	59	5	68	29	57
Bmp15	0	1	0	0	2	1	2	4	2	1	1	0
AB344273	0	0	0	0	0	0	0	0	0	0	0	0
Polr2f	1196	659	1268	1192	1880	434	2052	696	1039	804	777	1247
Itpk1	183	166	377	270	306	158	335	262	167	416	221	396
Fbxo16	58	62	88	116	126	27	146	42	54	106	73	85
AF093862	0	0	0	2	7	0	0	1	0	0	0	0
Zscan4f	0	0	0	0	4	0	0	0	0	0	0	0
Dmrta2	18	113	46	381	218	235	205	224	26	75	569	81
Tmem109	953	426	472	326	775	410	871	578	849	398	255	448
4930563M21Rik	3	3	2	1	6	4	14	7	2	3	4	4
Iqcg	62	36	100	97	81	54	82	52	54	116	78	79
Ptger1	410	305	323	196	434	228	587	307	292	303	205	321
Gsdma3	0	0	0	0	1	0	0	0	0	0	0	0
Prkaa1	928	626	698	552	1080	465	1286	632	729	732	438	614
Acot4	12	5	7	5	8	2	14	6	5	5	0	5
Champ1	1503	1243	1340	977	2150	656	2285	1109	1189	1643	962	1336
Synj1	261	181	251	255	285	256	374	364	175	316	268	277
Olfr209	0	0	0	0	0	1	0	0	0	0	0	0
DQ551021	0	0	0	0	0	0	0	0	0	0	0	0
C330024C12Rik	0	0	1	1	1	1	5	1	0	0	0	0
1700011L22Rik	1	0	0	1	1	0	0	0	3	1	1	1
Pank2	1696	1618	1870	1451	2692	924	3079	1320	1362	1843	1272	1898
Snx2	2097	1234	1036	955	2234	1033	2446	1574	1646	1063	679	1125
DQ705470	0	0	0	0	0	0	0	0	0	0	0	0
DQ718767	0	0	0	0	0	0	0	0	0	0	0	0
Klhl21	533	303	445	323	568	203	648	330	501	369	253	435
Wfdc18	2	0	0	0	0	1	0	1	2	0	0	0
AI463170	1	6	1	6	8	4	5	8	0	1	1	0
Gm10451	19	7	13	10	13	4	18	7	4	6	7	17
Dok7	20	28	10	3	39	67	27	86	46	12	3	7
Tmem223	1294	690	762	859	1682	575	1912	857	1190	557	521	914
Syngap1	194	155	251	197	307	238	309	287	162	228	182	258
Sectm1b	1	0	0	0	5	0	1	0	1	0	4	0
Erg28	914	662	641	615	1279	325	1253	552	780	594	369	671
Gm10600	1	0	0	1	0	0	1	0	0	2	0	0
DQ540071	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc71	956	813	842	652	1320	504	1469	773	811	797	564	807
St7	1041	327	495	372	685	361	660	459	839	473	289	562
Akap12	8166	988	2351	2326	1624	2802	1904	4682	7532	2598	2019	2676
Gzf1	1081	1090	1037	791	1791	575	1904	846	915	1182	748	1033
AB344602	2	1	0	1	0	0	3	1	1	1	2	1
Olfr365	0	0	0	0	0	0	1	0	0	0	1	0
Zc2hc1b	0	0	0	0	0	0	0	0	0	0	0	0
Rab38	102	90	72	110	169	226	205	306	87	39	53	80
Rag1	1	38	2	11	53	24	72	25	5	8	7	11
Fzd10	159	2058	2215	836	3719	758	3936	1499	172	2301	1249	2379
Gm5113	148	176	244	214	347	136	352	169	134	188	216	284
Pthlh	39	8	4	6	21	39	23	75	27	5	9	2
Tctex1d4	0	0	2	0	0	0	1	1	0	2	1	3
6330407A03Rik	2	0	4	1	3	4	1	1	0	3	3	1
Gm16367	0	0	0	0	0	0	0	0	0	2	0	0
B020018J22Rik	0	0	0	0	6	0	9	0	0	6	2	3
AK002663	3	0	0	0	0	0	3	3	1	1	1	0
AK084398	4	4	2	4	8	7	15	2	4	5	10	19
AK150110	0	1	1	1	1	2	6	2	0	1	3	5
Zfand2a	471	357	299	288	669	266	700	429	441	417	226	374
Mir6409	0	0	0	0	0	0	0	0	0	0	0	0
Wscd1	112	25	545	407	62	76	58	124	86	640	604	532
Dbh	7	1	32	28	2	6	1	10	20	47	10	110
2310079G19Rik	0	0	0	0	0	0	0	0	0	0	0	2
Krtcap3	99	107	57	79	222	64	257	93	113	59	34	65
BC019819	674	409	493	326	770	771	823	794	568	619	482	544
DQ540524	0	0	0	0	0	0	0	0	0	0	0	0
Oc90	3	2	2	168	1	191	3	346	0	1	31	0
Pphln1	1232	1375	1660	1394	2340	654	2617	939	995	2015	1345	1479
DQ713285	0	0	0	0	0	0	0	0	0	0	0	0
Cct5	10998	9274	10548	8075	16993	3891	18964	6128	9221	9448	6730	10229
DQ718928	0	0	0	0	0	0	0	0	0	0	0	0
Akr1b10	173	107	116	125	210	39	223	84	140	112	66	125
DQ540809	0	0	0	0	0	0	0	0	0	0	0	0
Wdr54	66	88	109	103	168	35	169	84	76	98	75	129
Batf3	166	47	74	57	118	19	177	53	140	43	25	89
Ube2g1	1512	1384	1436	1276	2251	752	2521	1133	1294	1538	1119	1543
1700020L24Rik	14	5	10	17	8	11	11	10	9	21	10	20
DQ562297	0	0	0	0	0	0	0	0	0	0	0	0
Itpripl2	2051	698	361	395	1340	1010	1391	1431	1629	449	326	535
DQ689480	0	0	0	0	0	0	0	0	0	0	0	0
DQ715691	0	0	0	0	0	0	0	0	0	0	0	0
Tomm6os	47	42	48	49	67	34	85	44	47	49	22	48
IgK	0	0	0	0	0	0	0	0	0	0	0	0
Gm6938	0	0	2	0	2	2	4	5	0	1	2	1
Map3k8	95	45	17	22	78	44	89	54	92	12	14	15
Dcaf8	3989	3413	3577	2680	6391	2377	6880	3574	3561	3403	2250	3659
Neurod6	0	0	0	0	2	14	1	12	0	1	1	0
Olfr1100	0	0	0	0	0	0	0	0	0	0	2	0
Mir3475	0	0	0	0	0	0	0	0	0	0	0	0
5730420D15Rik	7	1	1	0	1	4	2	1	1	1	1	0
Phip	5313	6638	6464	4889	10883	3877	11853	4745	3949	7938	4818	6720
DQ713967	0	0	0	0	0	0	0	0	0	0	0	0
AK006921	0	1	0	0	0	1	0	0	0	0	0	0
Zbtb21	555	510	656	418	882	353	984	473	469	711	418	649
DQ699523	55	56	88	69	88	127	108	107	34	85	94	98
1700054M17Rik	0	0	0	0	2	1	1	0	0	0	0	0
DQ710611	0	0	0	0	0	0	0	0	0	0	0	0
DQ557897	0	0	0	0	0	0	0	0	0	0	0	0
Ryr1	65	209	314	72	354	441	410	684	153	278	90	337
Rps6ka2	704	717	1027	793	1369	372	1449	510	571	1299	713	1133
AY702103	0	2	0	0	1	0	2	0	0	1	5	0
Sra1	950	539	677	603	1213	425	1358	594	956	494	398	744
Stbd1	1193	160	114	90	233	116	265	198	1044	116	59	144
Anxa10	1	0	0	0	2	0	0	0	0	0	0	0
Bnip2	2400	1909	1920	1611	3404	1123	3592	1627	2037	1854	1240	1947
Tmem43	1300	1079	1084	935	1753	635	1957	991	1115	933	779	1136
Trim61	1	2	2	1	4	2	5	2	1	7	0	4
Ccdc61	345	404	432	367	725	256	792	311	356	441	249	452
Pkmyt1	436	335	511	369	596	220	655	267	386	399	304	481
BC030469	0	1	0	0	0	0	0	0	0	1	1	0
Trim16	394	147	88	66	295	277	277	355	334	104	39	132
Vmn1r197	0	0	0	0	0	0	0	0	0	0	0	0
Top2b	8021	8935	7836	6831	15199	4581	16196	6364	6004	9340	5490	8454
Mir7221	0	0	0	0	0	0	0	0	0	0	0	0
Psg28	16	10	25	24	38	28	31	11	13	32	20	23
DQ559021	0	0	0	0	0	0	0	0	0	0	0	0
Dlx6os2	0	1	0	6	3	4	1	7	0	0	9	1
AK021338	69	45	53	34	90	19	88	31	58	36	32	59
Srp54b	2703	1660	1844	1519	3182	1224	3216	2353	2386	2036	1195	2264
Spaca5	0	0	1	0	0	0	0	1	0	0	1	0
Enpp5	257	206	73	98	291	249	296	384	211	97	64	136
Lax1	2	44	7	11	59	14	76	24	8	1	5	9
Spc25	1697	1243	1476	1236	2438	510	2501	808	1375	1346	897	1523
DQ704154	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a42	97	112	144	89	225	191	253	184	88	206	269	132
Atad3aos	33	37	26	32	59	20	64	16	19	33	18	25
Prpf4	1320	1342	1470	1148	2254	581	2528	824	1018	1634	1011	1373
DQ564380	0	0	0	0	0	0	0	0	0	0	0	0
Plk1	1722	1378	2189	1616	2758	568	2988	803	1534	2074	1545	2035
AK016790	0	0	0	16	6	0	10	3	0	54	0	0
Acap3	464	333	503	374	621	356	723	567	472	503	392	590
1190005I06Rik	18	16	3	7	14	13	21	31	2	7	9	12
Polr1c	1668	1394	1751	1271	2989	664	3273	1231	1548	1180	1040	1809
Idua	181	104	105	108	221	153	231	178	143	122	90	127
Dppa1	0	1	0	0	1	0	3	0	0	0	1	0
DQ702260	0	0	0	0	0	0	0	0	0	0	0	0
Xrcc1	1819	1714	1910	1655	2995	889	3382	1365	1639	2022	1238	2024
DQ704495	0	0	0	0	0	0	0	0	0	0	0	0
DQ693038	0	0	0	0	0	0	0	0	0	0	0	0
Fam162a	1035	599	786	698	1698	527	1842	687	1003	459	505	820
Tmem176b	2525	347	173	150	734	609	806	896	2223	143	102	217
Slc33a1	555	450	396	344	883	288	805	453	463	354	233	442
Tuft1	98	157	121	114	304	152	284	230	128	121	87	101
AK085138	26	43	72	63	76	94	80	52	17	72	68	86
Zar1	2	4	2	6	12	5	6	16	1	6	2	5
Eqtn	0	2	0	0	2	0	0	2	2	1	0	0
Ccdc121	1	7	7	5	15	10	18	7	3	14	8	15
B230119M05Rik	2	11	7	1	16	2	24	8	4	7	9	10
Ift46	954	854	830	605	1669	474	1799	708	780	754	472	790
Tbx22	3	28	13	24	28	127	47	98	1	26	17	15
4921530L21Rik	0	1	0	0	0	0	0	0	0	1	0	0
DQ720673	0	0	0	0	0	0	0	0	0	0	0	0
4930563H07Rik	0	0	0	0	0	0	0	0	0	0	0	0
Zkscan8	1458	1317	1249	908	2239	983	2379	1189	1051	1657	931	1271
AK041483	3	4	13	10	6	13	9	15	6	13	11	10
Olfr554	0	0	0	0	0	0	0	1	0	1	1	0
Galr3	1	2	6	0	4	1	2	5	6	3	1	3
AK219638	0	0	0	8	0	0	12	0	0	0	0	1
Meg3	3713	1965	4650	1893	3533	4742	3842	5163	3069	3252	1572	5001
D630041G03Rik	13	10	15	6	26	9	13	19	10	6	9	8
Sort1	1826	1305	2051	1651	2189	1192	2293	1588	1499	2473	1828	2247
AB337679	0	0	0	0	0	0	0	0	0	0	0	0
Dlk2	12	55	22	23	73	47	104	66	12	14	9	19
DQ702563	0	0	0	0	0	0	0	0	0	0	0	0
Syt4	9	1	27	64	6	126	4	155	23	37	52	63
5031410I06Rik	205	6	13	23	16	40	29	27	147	13	19	16
E030030I06Rik	206	187	245	135	338	173	385	161	152	245	254	210
Crmp1	191	433	1131	1060	845	360	893	592	216	1254	1133	1634
Vkorc1l1	1019	918	1148	933	1684	639	1803	796	846	1116	826	1112
Sulf2	1179	4300	3902	2646	7870	2764	8444	3992	1128	4157	2124	4959
Tarm1	0	0	0	0	0	0	0	1	0	0	0	0
Ephb6	418	433	350	343	732	342	805	633	383	285	232	369
C4bp-ps1	0	0	1	0	0	0	0	2	0	0	0	1
Trf	839	128	157	157	264	126	271	242	542	127	104	175
Crh	12	0	0	0	1	23	2	48	5	1	0	0
B230217C12Rik	139	88	106	80	195	49	197	76	99	76	77	96
5430427O19Rik	7	5	1	1	8	3	3	3	9	4	6	7
Gm12709	4	3	0	2	5	4	0	2	0	4	7	2
BC039192	467	287	238	180	628	626	655	938	437	462	273	296
Olfr186	0	0	0	0	0	0	0	0	0	0	0	0
2700054A10Rik	70	43	87	72	105	66	121	97	56	128	83	109
A230107N01Rik	23	24	13	8	36	11	21	24	12	25	12	21
Angptl1	98	72	121	45	150	342	168	462	113	84	39	126
Cd244	3	3	2	0	2	0	4	2	2	1	2	0
Comtd1	155	117	133	102	268	50	308	123	102	82	67	157
Evi2	34	0	2	2	8	0	21	5	0	14	5	0
DQ562562	0	0	0	0	0	0	0	0	0	0	0	0
1700086O06Rik	133	99	76	106	206	49	185	98	100	108	67	95
DQ540380	0	0	0	0	0	0	0	0	0	0	0	0
4930565D16Rik	0	0	0	0	0	0	1	0	0	0	0	0
Vmn1r81	0	1	0	0	0	0	0	0	0	1	0	0
1700095J12Rik	4	8	10	8	8	9	6	5	1	8	15	20
Pcdhb17	143	96	20	10	152	155	148	185	141	21	18	39
DQ725650	0	0	0	0	0	0	0	0	0	0	0	0
Nfe2	57	52	69	91	90	21	101	37	55	111	42	124
Eif4g3	1735	1540	2275	1711	2629	1445	2943	1669	1330	2937	1832	2240
Pnisr	2446	2719	2999	2132	4736	2378	5035	2608	1743	3110	2196	3108
Ccdc12	639	450	750	589	1166	302	1178	459	689	527	447	764
DQ553553	0	0	0	0	0	0	0	0	0	0	0	0
Mir128-1	0	0	0	0	0	0	0	0	0	0	0	0
Snf8	402	243	452	322	651	193	709	342	389	349	258	426
Acot7	533	241	520	370	421	335	473	459	478	401	341	560
DQ552609	0	0	0	0	0	0	0	0	0	0	0	0
AK135764	0	0	2	0	0	0	1	0	0	1	2	0
Prr32	1	1	12	0	17	47	7	72	5	9	0	18
Ankrd7	3	1	1	0	3	0	1	2	0	0	2	2
DQ704134	0	0	0	0	0	0	0	0	0	0	0	0
Krt16	0	1	0	2	5	1	1	4	0	0	1	1
AK006080	0	0	0	0	1	0	0	0	0	0	0	0
Rnf41	1205	1028	1140	884	1795	761	1978	1081	1070	1169	808	1143
1700001F09Rik	0	0	0	0	0	0	0	0	0	0	0	0
Mrps6	355	217	349	315	533	182	630	305	317	260	225	353
DQ550248	0	0	0	0	0	0	0	0	0	0	0	0
Mir7032	0	0	0	0	0	0	0	0	0	0	0	0
1700012D01Rik	20	14	4	10	29	10	31	11	12	3	1	18
5730559C18Rik	215	515	454	326	857	159	900	252	206	438	317	436
Dnaaf2	799	716	942	717	1347	324	1445	474	625	882	527	811
Rn7s1	505142	284262	321421	458018	815648	328338	769675	478897	521333	213902	340292	518835
AK039557	0	2	0	0	0	0	0	0	5	0	0	0
Alkbh3	325	222	202	172	420	201	430	252	278	193	125	209
AB352881	0	0	0	0	0	0	0	0	0	0	0	0
DQ699636	0	0	0	0	0	0	0	0	0	0	0	0
Mapk12	219	300	483	418	499	142	483	163	207	437	469	560
Rad51ap2	23	4	7	8	13	19	11	18	10	10	4	15
Emc2	912	599	569	470	1040	368	1144	567	804	444	375	565
DQ569461	0	0	0	0	0	0	0	0	0	0	0	0
Snord49a	0	0	0	0	0	0	0	0	0	0	0	0
Olfr298	0	0	0	0	1	0	0	0	0	0	0	0
Prmt1	3978	3264	3930	3289	7608	1383	7639	2211	3336	2803	2407	4280
KY468205	5	0	5	0	2	3	7	6	4	6	4	2
Mrgpra2a	0	0	1	0	0	0	0	0	1	1	0	1
DQ726867	0	0	0	0	0	0	0	0	0	0	0	0
DQ691942	0	0	0	0	0	0	0	0	0	0	0	0
4932412D23Rik	0	1	1	0	1	1	1	2	0	4	2	2
Mir151	0	0	0	0	0	0	0	0	0	0	0	0
Apba1	105	13	40	61	25	276	24	346	84	82	62	93
DQ543942	0	0	0	0	0	0	0	0	0	0	0	0
Col18a1	4738	5866	7855	5930	10506	2831	11267	3855	3973	7503	3953	7890
Gm20337	45	52	58	44	105	41	109	40	26	91	155	58
Defa32	0	0	0	0	0	0	0	0	0	0	0	0
Bmp5	1402	297	291	159	458	235	563	262	924	190	130	287
Nav3	231	127	94	116	227	425	233	548	234	134	167	126
DQ702206	0	0	0	0	0	0	0	0	0	0	0	0
9530082P21Rik	30	75	27	12	87	17	99	23	15	32	21	33
DQ697225	0	0	0	0	0	0	0	0	0	0	0	0
DQ555148	0	0	0	0	0	0	0	0	0	0	0	0
Spata3	0	0	0	0	0	0	0	0	0	1	2	0
Slc24a2	22	6	8	17	7	54	9	67	16	10	15	15
DQ725548	0	0	0	0	0	0	0	0	0	0	0	0
H2afz	25797	14354	20425	18252	36144	5388	40012	9050	23157	11744	12722	22009
Spo11	1	13	2	3	22	19	21	24	0	3	3	3
H60c	0	2	0	0	18	23	11	41	1	3	7	2
AK148704	121	102	184	117	205	178	217	138	94	205	124	160
Rbmy	0	0	0	0	0	0	0	0	0	3	0	0
Tnn	12	1	1	0	0	271	5	713	29	4	2	1
Phlda3	1029	534	388	289	944	430	1059	793	1005	376	169	445
DQ717420	0	0	0	0	0	0	0	0	0	0	0	0
Apex1	3364	3171	3646	3123	6582	1004	7329	1678	2780	2882	2084	3462
Vmn1r11	0	0	0	0	0	0	0	0	0	0	0	0
EG329070	0	0	0	0	0	0	0	0	0	0	0	0
2810025M15Rik	1145	562	1263	881	1146	371	1361	590	981	828	739	1282
DQ716981	0	0	0	0	0	0	0	0	0	0	0	0
Bpifa2	0	0	0	0	0	0	0	0	0	0	0	0
Ly6g5c	0	0	0	0	0	0	0	0	0	0	0	0
AK156215	7	0	2	2	2	1	4	1	3	2	2	4
DQ687709	0	0	0	0	0	0	0	0	0	0	0	0
AK157453	0	0	1	0	1	2	6	2	0	0	0	0
Olfr653	1	0	0	0	0	3	0	4	0	0	1	0
Pantr2	1	0	3	4	0	3	0	1	0	7	9	2
Tgfbr2	1677	615	367	345	957	1071	1129	1522	1277	331	232	498
Slurp2	0	0	0	0	0	1	0	0	0	0	0	0
DQ544841	0	0	0	0	0	0	0	0	0	0	0	0
Rplp0	50496	28755	43912	32745	64268	21123	73214	34621	46765	28965	24597	44004
Bahd1	303	235	393	316	475	275	463	382	260	487	342	415
Rps27	13146	6290	7942	8302	17185	6070	18945	8581	11645	5118	5868	10402
Dock7	3089	2825	2830	2227	5008	2189	5505	2883	2375	3594	2381	3051
Dsp	883	2708	772	729	4664	4855	5067	6040	987	1058	550	753
AK032382	0	0	42	14	97	50	117	63	31	41	26	0
Ttc23	715	1002	776	618	1661	472	1864	677	583	810	521	783
DQ552114	0	0	0	0	0	0	0	0	0	0	0	0
1700022H01Rik	5	2	4	5	7	6	6	1	2	7	0	3
1700065J11Rik	0	0	1	0	0	0	0	0	0	0	0	0
Rnf39	19	11	13	16	27	11	36	10	10	14	12	22
Pik3r6	126	31	35	28	55	34	58	61	90	33	29	46
DQ726779	0	0	0	0	0	0	0	0	0	0	0	0
Chchd5	326	294	234	216	589	155	627	229	257	179	173	282
Col27a1	1675	737	545	364	1256	1009	1308	1348	1227	476	255	569
DQ692178	0	0	0	0	0	0	0	0	0	0	0	0
Dap3	1759	1334	1406	1093	2411	698	2477	1110	1536	1329	842	1557
DQ721210	0	0	0	0	0	0	0	0	0	0	0	0
Cd300ld3	1	1	0	0	2	3	5	0	0	2	0	0
Tcte2	18	10	22	14	13	13	25	14	17	21	7	19
Tdrd9	5	14	26	35	25	15	25	18	5	34	19	24
4930425K10Rik	0	0	0	0	0	0	0	0	0	0	0	0
Sco2	0	0	0	0	0	0	0	0	0	0	0	0
Gabrb1	2	5	2	1	3	12	3	14	2	4	1	5
AK076906	0	0	0	0	0	0	1	0	0	0	0	0
Setd4	122	154	110	129	244	114	265	141	105	83	72	118
Olfr325	0	0	0	0	0	1	0	0	1	2	1	0
Dennd5b	896	821	1464	933	1314	574	1437	736	754	1729	1113	1420
Nkx2-3	0	4	55	37	0	9	2	13	0	72	16	63
Adam17	1722	1340	1282	976	2287	867	2501	1165	1406	1353	894	1234
Gng10	1279	676	400	460	1554	515	1649	884	1174	301	224	469
Grina	249	281	318	369	504	468	590	582	245	326	246	430
Tmed9	2179	1332	1415	1101	2553	1018	2725	1531	1929	1231	802	1476
Larp2	5	1	0	3	2	7	2	2	0	1	2	0
Rhof	57	40	43	42	83	65	83	105	48	49	34	52
Olfr101	0	1	0	0	0	0	0	0	0	0	3	0
Krtap9-5	0	0	0	0	1	0	0	0	0	0	3	0
Pcdhb18	76	47	4	3	94	111	95	118	50	14	7	12
Gnaq	1651	1314	1516	1184	2422	1272	2517	1656	1366	1784	1168	1582
Gpatch11	466	393	355	261	708	267	737	366	381	315	190	357
Scn4a	3	6	6	3	2	23	10	23	4	4	8	8
Fgf4	0	42	10	3	64	5	91	6	2	44	4	21
AK019124	0	0	2	0	0	0	0	1	0	0	1	0
Olfr593	0	1	0	0	3	0	0	0	0	0	1	0
3110039M20Rik	0	1	1	48	4	12	0	9	1	2	25	2
Tlcd2	181	96	70	62	220	118	226	119	181	60	46	97
Zscan29	467	439	509	416	772	305	887	413	335	569	424	540
Ckmt1	3	7	9	19	13	208	12	259	11	12	13	14
Gdf9	23	11	15	9	7	12	18	10	8	6	8	16
Slc26a3	0	1	1	0	8	0	6	0	1	0	0	0
Accsl	0	0	1	3	1	0	6	0	0	2	1	0
DQ704990	0	0	0	0	0	0	0	0	0	0	0	0
Mep1a	1	0	0	0	1	1	0	7	0	2	0	0
Anapc7	1192	1079	1234	894	2048	661	2306	1025	1080	1080	750	1244
Gm20611	0	0	0	0	1	0	2	0	0	1	0	0
Atp1b1	280	17	108	139	64	279	81	273	444	104	137	125
Olfr1134	0	0	0	0	0	0	0	0	0	0	0	0
Hdgfl1	0	0	0	0	2	0	4	0	0	2	2	0
DQ707649	0	0	0	0	0	0	0	0	0	0	0	0
Gm5862	7	0	3	7	0	3	0	0	14	0	0	1
Kng1	14	1	0	0	10	1	4	0	1	2	3	1
DQ718785	0	0	0	0	0	0	0	0	0	0	0	0
Gdap1l1	12	7	64	93	13	74	9	119	12	99	65	127
Gm19557	63	46	78	53	111	44	126	43	61	67	54	68
Kdm8	302	236	298	192	446	76	490	180	248	300	184	295
AK008732	74	91	139	83	156	75	175	86	56	113	86	143
Nop10	2006	700	1285	1217	2164	599	2247	896	1754	782	924	1601
AK146748	0	2	0	0	3	0	1	0	0	1	1	0
Mir376c	0	0	0	0	0	0	0	0	0	0	0	0
Tpr	6602	6682	7329	5527	11259	3936	12143	5076	4821	9409	5943	7334
BC100530	20	2	0	1	4	103	9	141	60	0	0	0
DQ541765	0	0	0	0	0	0	0	0	0	0	0	0
DQ558780	0	0	0	0	0	0	0	0	0	0	0	0
Srrm4	4	0	177	111	3	31	8	42	12	309	245	161
Sh3tc1	301	103	133	112	180	96	231	133	308	130	60	148
DQ712345	0	0	0	0	0	0	0	0	0	0	0	0
AK206280	229	170	126	108	274	87	314	134	201	95	84	110
Gm10782	1	1	0	0	3	1	5	4	0	0	0	0
DQ565074	0	0	0	0	0	0	0	0	0	0	0	0
AK041356	13	13	23	7	35	47	45	42	12	13	12	20
Tmtc2	1124	1116	413	397	1921	888	2026	1148	956	440	322	559
4930467E23Rik	0	0	0	0	0	0	0	0	3	0	5	4
Sec14l3	0	0	0	0	5	12	2	3	1	2	2	1
Hras	872	822	1135	1040	2126	724	2389	1095	825	751	731	1161
Blm	1158	1425	1342	1031	2322	407	2342	560	909	1603	1038	1294
Cep131	617	579	856	528	1073	313	1134	474	578	809	505	741
Gm7977	0	0	0	0	0	0	0	0	1	0	0	0
DQ722519	0	0	0	0	0	0	0	0	0	0	0	0
Tbce	546	500	501	397	963	348	983	470	471	456	302	488
Mbd3	1417	1146	1574	1309	2308	662	2650	1134	1304	1446	988	1727
1700091H14Rik	0	4	1	3	9	0	5	0	5	5	15	5
Onecut2	13	20	303	469	39	119	35	139	2	562	601	408
Lurap1	48	50	34	43	104	39	109	73	55	51	40	68
Olfr1333	0	0	0	0	2	0	0	0	0	2	5	0
Trem3	0	0	2	0	0	0	2	1	5	1	2	0
Wdr20	484	496	509	353	868	324	947	446	414	425	302	476
4933406G16Rik	1	0	0	0	1	0	0	0	0	0	0	0
Sh3bgrl	5816	3416	2564	2725	5613	2097	6137	2903	4453	3005	1927	2883
Trim43b	7	3	5	6	5	6	11	7	11	5	5	3
A630010A05Rik	6	7	5	4	18	10	8	5	0	4	9	7
BC086760	2869	2187	1951	1666	3762	1886	4058	2339	2359	2365	1405	1968
Olfr138	0	0	0	0	0	0	2	0	0	0	0	0
Hand2	85	1761	428	231	2985	57	3216	91	163	431	176	475
Bclaf3	321	237	298	267	452	245	468	332	272	342	225	277
Pias1	754	675	646	482	1086	487	1206	630	699	741	551	669
Hars	2194	1736	2022	1548	3145	873	3368	1379	1926	1990	1227	2044
Arl1	1738	1076	962	859	1902	675	2071	1131	1520	948	582	1004
Ipo13	738	391	724	438	763	350	963	547	613	747	462	715
Psmb1	4582	2851	3500	2797	6632	1551	7235	2693	4118	2482	2122	3786
A730056A06Rik	23	24	12	18	42	30	26	40	20	23	13	27
Hsd3b4	0	0	0	0	0	0	10	0	0	0	0	0
Cyp3a25	0	0	0	0	0	0	0	0	0	0	0	0
Mir7647	0	0	0	0	0	0	0	0	0	0	0	0
AK144120	3	2	0	0	1	0	2	0	1	4	0	2
DQ687271	0	0	0	0	0	0	0	0	0	0	0	0
Csnk1g2	3047	3502	3583	3049	6350	1604	6809	2867	2937	3619	2300	3773
Pdzd2	967	327	216	232	594	658	642	806	775	286	217	264
AK086969	27	34	32	37	59	29	61	48	16	36	35	45
